time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class
15863.0,-4e-05,1e-05,0.0,-4e-05,-0.0003,-3e-05,-0.0001,-0.00018,4.0
15864.0,-4e-05,1e-05,0.0,-4e-05,-0.0003,-3e-05,-0.0001,-0.00018,4.0
15865.0,-4e-05,1e-05,0.0,-4e-05,-0.0003,-3e-05,-0.0001,-0.00018,4.0
15866.0,-4e-05,1e-05,0.0,-4e-05,-0.0003,-3e-05,-0.0001,-0.00018,4.0
15867.0,-4e-05,1e-05,0.0,-4e-05,-0.0003,-3e-05,-0.0001,-0.00018,4.0
15868.0,-4e-05,1e-05,0.0,-4e-05,-0.0003,-3e-05,-0.0001,-0.00018,4.0
15869.0,-4e-05,1e-05,0.0,-4e-05,-0.0003,-3e-05,-0.0001,-0.00018,4.0
15870.0,-4e-05,1e-05,0.0,-4e-05,-0.0003,-3e-05,-0.0001,-0.00018,4.0
15871.0,-4e-05,1e-05,0.0,-4e-05,-0.0003,-3e-05,-0.0001,-0.00018,4.0
15872.0,-4e-05,1e-05,0.0,-4e-05,-0.0003,-3e-05,-0.0001,-0.00018,4.0
15873.0,-4e-05,1e-05,0.0,-4e-05,-0.0003,-3e-05,-0.0001,-0.00018,4.0
15874.0,-4e-05,1e-05,0.0,-4e-05,-0.0003,-3e-05,-0.0001,-0.00018,4.0
15875.0,-4e-05,1e-05,0.0,-4e-05,-0.0003,-3e-05,-0.0001,-0.00018,4.0
15876.0,-4e-05,1e-05,0.0,-4e-05,-0.0003,-3e-05,-0.0001,-0.00018,4.0
15877.0,-4e-05,1e-05,0.0,-4e-05,-0.0003,-3e-05,-0.0001,-0.00018,4.0
15878.0,-4e-05,1e-05,0.0,-4e-05,-0.0003,-3e-05,-0.0001,-0.00018,4.0
15879.0,-4e-05,1e-05,0.0,-4e-05,-0.0003,-3e-05,-0.0001,-0.00018,4.0
15880.0,-4e-05,1e-05,0.0,-4e-05,-0.0003,-3e-05,-0.0001,-0.00018,4.0
15881.0,-4e-05,1e-05,0.0,-4e-05,-0.0003,-3e-05,-0.0001,-0.00018,4.0
15882.0,-4e-05,1e-05,0.0,-4e-05,-0.0003,-3e-05,-0.0001,-0.00018,4.0
