time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class
57399.0,0.0001,-4e-05,1e-05,0.0001,0.00036,0.00038,3e-05,-0.0004,6.0
57400.0,0.0001,-4e-05,1e-05,0.0001,0.00036,0.00038,3e-05,-0.0004,6.0
57401.0,0.0001,-4e-05,1e-05,0.0001,0.00036,0.00038,3e-05,-0.0004,6.0
57402.0,0.0001,-4e-05,1e-05,0.0001,0.00036,0.00038,3e-05,-0.0004,6.0
57403.0,0.0001,-4e-05,1e-05,0.0001,0.00036,0.00038,3e-05,-0.0004,6.0
57404.0,0.0001,-4e-05,1e-05,0.0001,0.00036,0.00038,3e-05,-0.0004,6.0
57405.0,0.0001,-4e-05,1e-05,0.0001,0.00036,0.00038,3e-05,-0.0004,6.0
57406.0,0.00013,0.00012,0.0,-1e-05,-0.00011,-0.00011,-0.00014,0.00012,6.0
57407.0,4e-05,5e-05,2e-05,-3e-05,-0.00013,-0.00016,3e-05,-0.00018,6.0
57408.0,4e-05,5e-05,2e-05,-3e-05,-0.00013,-0.00016,3e-05,-0.00018,6.0
57409.0,4e-05,5e-05,2e-05,-3e-05,-0.00013,-0.00016,3e-05,-0.00018,6.0
57410.0,4e-05,5e-05,2e-05,-3e-05,-0.00013,-0.00016,3e-05,-0.00018,6.0
57411.0,4e-05,5e-05,2e-05,-3e-05,-0.00013,-0.00016,3e-05,-0.00018,6.0
57412.0,4e-05,5e-05,2e-05,-3e-05,-0.00013,-0.00016,3e-05,-0.00018,6.0
57413.0,-0.0001,-2e-05,3e-05,5e-05,4e-05,0.00014,4e-05,-0.00013,6.0
57414.0,-0.00038,-8e-05,0.0,0.00013,0.0004,0.00025,0.00029,0.00011,6.0
57415.0,-0.00038,-8e-05,0.0,0.00013,0.0004,0.00025,0.00029,0.00011,6.0
57416.0,-0.00038,-8e-05,0.0,0.00013,0.0004,0.00025,0.00029,0.00011,6.0
57417.0,-0.00038,-8e-05,0.0,0.00013,0.0004,0.00025,0.00029,0.00011,6.0
57418.0,-0.00038,-8e-05,0.0,0.00013,0.0004,0.00025,0.00029,0.00011,6.0
57419.0,-0.00038,-8e-05,0.0,0.00013,0.0004,0.00025,0.00029,0.00011,6.0
